siret,nom,effectif,activite_label,naf,code_postal,commune,departement,region,date_creation,nb_etablissements_ouverts,email,site_web,instagram
82075540300012,LA CONFISERIE D'ANTAN,01,Chocolat et confiserie,10.82Z,13100,AIX-EN-PROVENCE,13,93,2016-06-06,1,,,
88049265700023,HELENE TOMASINO (FRAGNAUD) (LES PEPITES D'HELENE),NN,Chocolat et confiserie,10.82Z,27400,LA HAYE-LE-COMTE,27,28,2020-08-13,1,,,
85317952100036,CACAO EXPERIENCE,NN,Chocolat et confiserie,10.82Z,67980,HANGENBIETEN,67,44,2025-06-01,1,,,
92529910900015,CHOCOLAT GRAND CRU (CRU SAUVAGE),NN,Chocolat et confiserie,10.82Z,26410,CHATILLON-EN-DIOIS,26,84,2024-03-27,1,,,
98343845800017,CHOCOLATERIE BIM (BIM) (BEAN TO BAR IN MAYEN),NN,Chocolat et confiserie,10.82Z,53270,SAINTE-SUZANNE-ET-CHAMMES,53,52,2024-01-11,1,,,
95391190600022,SONGES ET CACAO (SONGES ET CACAO),NN,Chocolat et confiserie,10.82Z,26400,CREST,26,84,2026-08-12,1,,,
53337913700011,DENIS BEMOL (AUX GOUTS DES SENS),NN,Chocolat et confiserie,10.82Z,05200,SAINT-SAUVEUR,05,93,2011-07-01,1,,,
75328093200033,COMPTOIR DU PRALINE,02,Chocolat et confiserie,10.82Z,64430,SAINT ETIENNE DE BAIGORRY,64,75,2015-02-01,1,,,
81020628400012,CHOCOLATERIE MAISON DUPLANTEUR (CHOCOLATERIE MAISON DUPLANTEUR),02,Chocolat et confiserie,10.82Z,06130,GRASSE,06,93,2015-02-15,1,,,
49326975700016,CHOCOLATERIE J. C. BERTON,02,Chocolat et confiserie,10.82Z,86530,AVAILLES-EN-CHATELLERAULT,86,75,2006-10-25,1,,,
49432270400045,TIFFANIE GIRAUD (TIFFANIE ET SES BONBONS),NN,Chocolat et confiserie,10.82Z,05400,VEYNES,05,93,2024-07-06,1,,,
49237780900032,GUILLAUME DAIX,NN,Chocolat et confiserie,10.82Z,69005,LYON,69,84,2009-01-01,1,,,
81377875000022,BON-O-BIO,02,Chocolat et confiserie,10.82Z,67290,PETERSBACH,67,44,2019-01-01,1,,,
81802621300012,COEUR DE CHOC,01,Chocolat et confiserie,10.82Z,77690,MONTIGNY-SUR-LOING,77,11,2016-01-11,1,,,
81903659100041,AFFAIRES PATISSIERES (LE CHOCOLAT DE POCHE),02,Chocolat et confiserie,10.82Z,69480,ANSE,69,84,2020-10-05,1,,,
80115858500019,FANNY PARENTI (TOUTAIN),NN,Chocolat et confiserie,10.82Z,09350,CAMPAGNE-SUR-ARIZE,09,76,2014-04-01,1,,,
80009322100029,LE BONHEUR DES OGRES (LE BONHEUR DES OGRES),02,Chocolat et confiserie,10.82Z,56310,QUISTINIC,56,53,2017-09-04,1,,,
83412956100017,ETABLISSEMENTS ASC (ETABLISSEMENTS PELLORCE ET JULLIEN),01,Chocolat et confiserie,10.82Z,13821,LA PENNE-SUR-HUVEAUNE,13,93,2017-12-20,1,,,
99365432600012,SIHAM MADAOUI (KERNIF) (LES PRODUITS DE MALA),NN,Chocolat et confiserie,10.82Z,93100,MONTREUIL,93,11,2025-12-04,1,,,
94951821100014,ACAOYER (ACAOYER),NN,Chocolat et confiserie,10.82Z,44300,NANTES,44,52,2023-02-09,1,,,
87871125800029,LMV (LA MAISON DE VINCENT),NN,Chocolat et confiserie,10.82Z,63140,CHATEL-GUYON,63,84,2024-01-02,1,,,
84181254800011,BOUGA CACAO,01,Chocolat et confiserie,10.82Z,09000,FOIX,09,76,2018-09-03,1,,,
88175938500019,TERRE DE FEVES (TERRE DE FEVES),01,Chocolat et confiserie,10.82Z,56000,VANNES,56,53,2020-02-20,1,,,
88947976200011,DELISAN,NN,Chocolat et confiserie,10.82Z,11150,BRAM,11,76,2020-09-16,1,,,
91901138700025,ACCROCAO (ACCROCAO),NN,Chocolat et confiserie,10.82Z,45700,PANNES,45,24,2025-08-01,1,,,
94249744700014,ABRAZO KAKAO,NN,Chocolat et confiserie,10.82Z,74250,FILLINGES,74,84,2025-04-01,1,,,
91299673300024,LES DELICES,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,33700,MERIGNAC,33,75,2024-01-02,4,,,
81987894300029,NDM FAMILY (LA FRETILLANTE - LES SABLES DE LA MER),02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,13002,MARSEILLE,13,93,2019-08-19,2,,,
42147646600055,MICHALIS COUTOUZIS,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,34370,MARAUSSAN,34,76,2020-11-03,2,,,
89852159600012,BISCUITERIE DES DEUX,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,38650,GRESSE-EN-VERCORS,38,84,2021-04-15,2,,,
91468589600013,BENH,01,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,13006,MARSEILLE,13,93,2022-05-19,2,,,
93213807600017,LES FRIAMBULES (LES FRIAMBULES),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,89140,COURLON-SUR-YONNE,89,27,2024-08-06,2,,,
42448707200029,JEAN-PAUL ARTZ (AUDIO SYS),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,67720,HŒRDT,67,44,2003-06-01,1,,,
33402892500017,LOU GOUSTETTO,02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,83870,SIGNES,83,93,1985-11-15,1,,,
88772950700012,KERN,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,40510,SEIGNOSSE,40,75,2020-09-01,1,,,
89413570600014,LABIO GOURMAND,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,49230,SEVREMOINE,49,52,2021-02-09,1,,,
89445306700015,ANGELE SAVEURS & TRADITION (ANGELE CONFISERIE),02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,83690,SALERNES,83,93,2021-02-24,1,,,
88899029800018,LUNADELLE II,02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,21360,BLIGNY-SUR-OUCHE,21,27,2020-09-14,1,,,
48313599200046,BENJAMIN PIOU (ENTREPRISE BIOINSPIRATION),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,71550,CUSSY-EN-MORVAN,71,27,2023-06-01,1,,,
95252191200016,SNACK & MOI,01,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,64310,SAINT-PEE-SUR-NIVELLE,64,75,2023-07-01,1,,,
94166234800015,BISCUITERIE DE LA PAGANELLE (LA PAGANELLE) (LA PAGANELLE),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,12320,CONQUES-EN-ROUERGUE,12,76,2025-05-05,1,,,
91778488600025,JESSICA FOURRIER (FOURRIER) (BY BRIGITTE),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,13220,CHATEAUNEUF-LES-MARTIGUES,13,93,2025-03-01,1,,,
92904065700025,TOGA (ATELIER BERLOT),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,49170,SAVENNIERES,49,52,2026-01-01,1,,,
93125125000037,AUX CIRIERES ALPINES (LA CIRE DU 38),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,38590,SAINT-ETIENNE-DE-SAINT-GEOIRS,38,84,2024-10-01,1,,,
93474108300034,NATUR'ELLEMENT GLACEE (NATUR'ELLEMENT GLACEE),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,88300,NEUFCHATEAU,88,44,2025-01-01,1,,,
90995259000018,DOLCICURSINA (BISCUITERIE DU CAP CORSE),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,20233,SISCO,2B,94,2022-01-01,1,,,
98429665700013,VANIG ET DELICES,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,26400,GRANE,26,84,2024-02-06,1,,,
83493260000028,BISCUITS B. (BISCUITS B. BISCUITERIE DE NOUVELLE AQUITAINE),01,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,47800,ALLEMANS-DU-DROPT,47,75,2021-10-01,1,,,
83495900900012,BONHEUR & PAPILLES,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,45150,OUVROUER-LES-CHAMPS,45,24,2018-01-16,1,,,
84280215900017,ACF ARTS CULINAIRES FORMATION,02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,38250,VILLARD-DE-LANS,38,84,2018-09-19,1,,,
83752717500025,MELANIE BALLY (DELICOURT) (LA FABRIQUE DU HERON),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,62180,AIRON-NOTRE-DAME,62,32,2018-07-01,1,,,
84036429300026,@EPICURIUS,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,30250,SOMMIERES,30,76,2022-07-15,1,,,
87970087000022,BISCUITERIE WHITE MARK (BISCUITERIE WHITE MARK),02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,83440,MONTAUROUX,83,93,2021-12-02,1,,,
88067942800057,LOUMAE,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,24580,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,24,75,2024-08-01,1,,,
88202874900019,BIOSAINE CUISINE,01,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,67510,WINGEN,67,44,2020-01-09,1,,,
95395695000018,OUALOU,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,16100,COGNAC,16,75,2023-06-07,1,,,
98140367800015,BISCUITERIE DU SALEVE (BISCUITERIE DU SALEVE),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,74160,NEYDENS,74,84,2023-10-13,1,,,
98154724300015,COOKIE DIT OUI (COOKIE DIT OUI),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,16200,TRIAC-LAUTRAIT,16,75,2023-11-14,1,,,
45378006600024,VALERIE DEBIAIS (MIKE O REGAL MUFFINS),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,17300,ROCHEFORT,17,75,2012-09-24,1,,,
53346118200032,MICHAEL MILLET (LA GOUTTE DE MIEL),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,35490,CHAUVIGNE,35,53,2024-06-01,1,,,
52322170300011,VERONIQUE VEGA,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,15200,CHALVIGNAC,15,84,2010-07-05,1,,,
49450482200037,BRUNO NEGOCE (BISCUITERIE SAINT AGONE),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,74700,SALLANCHES,74,84,2018-07-01,1,,,
38053886800064,ISABELLE MATHIEU (BONNET) (BONNET MATHIEU),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,26120,PEYRUS,26,84,2024-10-02,1,,,
42960825000024,SOLEIMIEL (SOLEIMIEL),02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,47130,PORT SAINTE MARIE,47,75,2018-07-26,1,,,
43008020000016,MAISON VIGNAUD,01,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,89200,MAGNY,89,27,2000-04-01,1,,,
49540317200028,SAMUEL BERTELOOT,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,56730,SAINT-GILDAS-DE-RHUYS,56,53,2013-04-08,1,,,
51059152200014,NATHALIE COURTAULT (ASSELIN),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,41140,THESEE,41,24,2009-03-17,1,,,
81371737800018,KOKOJI (KOKOJI),02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,47000,AGEN,47,75,2015-10-01,1,,,
81823905500010,NICOLAS ALLEAUME (4 A CINQ),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,50380,SAINT-AUBIN-DES-PREAUX,50,28,2016-03-01,1,,,
89447441000012,SYLVAIN FILLON (CRACKERS & CO BIO),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,56800,PLOERMEL,56,53,2021-02-01,1,,,
85045422400013,L'ESCAMPETTE (MORDICUS),01,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,64450,THEZE,64,75,2019-05-01,1,,,
95088192000025,BISCUIT POLIS,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,83140,SIX-FOURS-LES-PLAGES,83,93,2024-02-01,1,,,
98048230100010,BISCUITERIE DES GRANDS CAUSSES,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,12400,ST-AFFRIQUE,12,76,2023-10-12,1,,,
98369077700013,BISCUITERIE DU GEVAUDAN (LES BISCUITS DU ROI),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,48100,MARVEJOLS,48,76,2024-01-19,1,,,
99267344200016,LE PAIN PERDU (LE PAIN PERDU),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,07200,SAINT-DIDIER-SOUS-AUBENAS,07,84,2025-10-13,1,,,
95350720900013,HIBU,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,64240,AYHERRE,64,75,2023-06-14,1,,,
80742279500011,BISCUITERIE DE LA POINTE SAINT MATHIEU,02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,29217,PLOUGONVELIN,29,53,2014-10-13,1,,,
85162423900048,LA BREWLANGERIE,02,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,31300,TOULOUSE,31,76,2020-12-10,1,,,
84143025900041,P' TIT BOUT D' ALSACE (P'TIT BOUT D'ALSACE),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,79110,VALDELAUME,79,75,2023-12-01,1,,,
89259541400012,LA MARMOTTE GOURMANDE (LA MARMOTTE GOURMANDE) (LMG),01,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,17100,LES GONDS,17,75,2021-01-06,1,,,
83094303100013,DAMIEN COSTECALDE (LE CHAT PERCHE),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,48190,ALLENC,48,76,2017-08-01,1,,,
83107666600013,LES PAINS D EPICES DE BERTRAND (LES PAINS D EPICES DE BERTRAND),01,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,76930,OCTEVILLE-SUR-MER,76,28,2017-07-17,1,,,
92505013000010,CROQ ALPES,NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,05000,PELLEAUTIER,05,93,2024-04-01,1,,,
90803189100017,MAISON STRULLU (MAISON STRULLU),NN,"Biscuits, biscottes, pâtisseries de conservation",10.72Z,56260,LARMOR-PLAGE,56,53,2021-12-08,1,,,
45243530800047,RDR,02,Condiments et assaisonnements,10.84Z,26110,NYONS,26,84,2011-09-17,2,,,
89846924200017,SAISON 5,NN,Condiments et assaisonnements,10.84Z,75016,PARIS,75,11,2021-04-08,2,,,
82828296200012,CYPHOMA CREATIONS,NN,Condiments et assaisonnements,10.84Z,97280,VAUCLIN,972,02,2017-01-01,2,,,
84032505400038,BALS'ART (BALS'ART),NN,Condiments et assaisonnements,10.84Z,04150,BANON,04,93,2025-10-23,2,,,
43129753000021,NICOLAS STAEBLER,NN,Condiments et assaisonnements,10.84Z,44410,ASSERAC,44,52,2003-04-01,1,,,
48766321300048,GP GROUPEMENT DE PRODUCTEURS DU PAYS BASQUE,02,Condiments et assaisonnements,10.84Z,64250,ESPELETTE,64,75,2014-06-15,1,,,
43502870900010,DOMINIQUE TILLEUL,NN,Condiments et assaisonnements,10.84Z,44510,LE POULIGUEN,44,52,2000-01-01,1,,,
10168418100015,SP VINAIGRERIE (SP VINAIGRERIE),NN,Condiments et assaisonnements,10.84Z,07200,ST ETIENNE DE FONTBELLON,07,84,2026-02-23,1,,,
45041305900038,OBIPRO,02,Condiments et assaisonnements,10.84Z,07290,QUINTENAS,07,84,2017-05-02,1,,,
41143535700016,VERONIQUE LEFEUVRE (LECALLO),NN,Condiments et assaisonnements,10.84Z,44350,GUERANDE,44,52,1986-01-01,1,,,
40947995300021,LAURENT BOULO,NN,Condiments et assaisonnements,10.84Z,44350,GUERANDE,44,52,2004-10-01,1,,,
40137592800074,DOMINIQUE VIALON (VINELEM),NN,Condiments et assaisonnements,10.84Z,68370,ORBEY,68,44,2025-07-15,1,,,
38794588400030,FOOD'ALPES,02,Condiments et assaisonnements,10.84Z,74800,LA ROCHE-SUR-FORON,74,84,2019-07-31,1,,,
89806241900012,LA POPOTE JAPONAISE,NN,Condiments et assaisonnements,10.84Z,29910,TREGUNC,29,53,2021-04-06,1,,,
88311303700013,VINAIGRERIE ARTISANALE COTE BLEUE (VINAIGRERIE ARTISANALE COTE BLEUE),NN,Condiments et assaisonnements,10.84Z,13960,SAUSSET-LES-PINS,13,93,2020-04-29,1,,,
50236464900041,LE PETIT BIO (LE PETIT BIO),NN,Condiments et assaisonnements,10.84Z,66500,PRADES,66,76,2021-07-02,1,,,
91416821600010,VINAIGRERIE MONTPELLIERAINE (VINAIGRERIE MONTPELLIERAINE),NN,Condiments et assaisonnements,10.84Z,34270,LES MATELLES,34,76,2022-05-23,1,,,
94381813800019,HORPIA,NN,Condiments et assaisonnements,10.84Z,30133,LES ANGLES,30,76,2025-04-19,1,,,
95384074100011,NICOLAS CRAUSAZ (L'ATELIER T),NN,Condiments et assaisonnements,10.84Z,74350,ANDILLY,74,84,2023-07-03,1,,,
41231230800015,PHILIPPE CHANTOIN,NN,Condiments et assaisonnements,10.84Z,44420,LA TURBALLE,44,52,1996-09-01,1,,,
53844976000015,BALSAMERIE LA CLANDESTINE (BLC),NN,Condiments et assaisonnements,10.84Z,38160,IZERON,38,84,2012-01-01,1,,,
75089556700014,SOLENN NICOL,NN,Condiments et assaisonnements,10.84Z,44740,BATZ-SUR-MER,44,52,2012-03-09,1,,,
80901435000015,SYLVAIN VIVES,NN,Condiments et assaisonnements,10.84Z,66130,CORBERE,66,76,2015-01-02,1,,,
81010054500013,COMADA SAS (EPICES VILLAGE),01,Condiments et assaisonnements,10.84Z,13500,MARTIGUES,13,93,2015-03-27,1,,,
40768982700027,YVES LEBRUN (LA VINAIGRERIE UN POIL FOL),NN,Condiments et assaisonnements,10.84Z,58170,SAVIGNY-POIL-FOL,58,27,2022-07-20,1,,,
49850742500037,F. PROD,02,Condiments et assaisonnements,10.84Z,67120,ALTORF,67,44,2008-05-20,1,,,
82236728000010,CHRISTOPHER BAUR (SAFRAN HAUTE CULTURE),NN,Condiments et assaisonnements,10.84Z,63230,MAZAYE,63,84,2016-06-01,1,,,
83854198500019,PREMIUM CHEF,NN,Condiments et assaisonnements,10.84Z,94430,CHENNEVIERES-SUR-MARNE,94,11,2018-03-05,1,,,
79351173400022,MATTHIEU ESCARTIN (CHIKI BAM),NN,Condiments et assaisonnements,10.84Z,33130,BEGLES,33,75,2024-10-07,1,,,
80357618000019,GUILLAUME RIO,NN,Condiments et assaisonnements,10.84Z,44740,BATZ-SUR-MER,44,52,2014-04-01,1,,,
90808845300018,MILLEFAUT ET BADIN VINAIGRE DE VIN DE SAVOIE,NN,Condiments et assaisonnements,10.84Z,73410,LA BIOLLE,73,84,2021-12-07,1,,,
98408165300011,CLAIRE JULIEN (AIGRE DOUX SUD CEVENNES),NN,Condiments et assaisonnements,10.84Z,48400,FLORAC TROIS RIVIERES,48,76,2024-01-31,1,,,
94900251300016,XAVIER'S (XAVIER'S),NN,Condiments et assaisonnements,10.84Z,09300,VILLENEUVE-D'OLMES,09,76,2023-03-01,1,,,
91378954100012,L'ATELIER DES CONDIMENTS,NN,Condiments et assaisonnements,10.84Z,60600,CLERMONT,60,32,2022-05-17,1,,,
94366461500011,FERMENTERIE MELISALP',NN,Cidre et vins de fruits,11.03Z,69006,LYON,69,84,2025-04-23,2,,,
91061144100015,PRESS'TA POMME!,NN,Cidre et vins de fruits,11.03Z,14330,SAINTE-MARGUERITE-D'ELLE,14,28,2022-02-22,2,,,
42337210100026,SARL DES PATRETS,NN,Cidre et vins de fruits,11.03Z,61380,MAHERU,61,28,2013-10-01,2,,,
50292961500040,ERIC DURIF (LES VINS VRAIS - DURIF CONSEIL ET SERVICE),NN,Cidre et vins de fruits,11.03Z,63160,EGLISENEUVE-PRES-BILLOM,63,84,2022-08-01,2,,,
90025263600015,LA CIDEREE (LA CIDEREE),NN,Cidre et vins de fruits,11.03Z,34000,MONTPELLIER,34,76,2021-06-03,2,,,
99273830200015,POMM'RAY CATINAT (POMM'RAY CATINAT) (PRC),NN,Cidre et vins de fruits,11.03Z,23000,SAINT-LAURENT,23,75,2025-10-10,2,,,
91296210700013,TANGUY BOUVET (CIDRERIE DES RIVES DE L'ARZ),NN,Cidre et vins de fruits,11.03Z,56220,PLUHERLIN,56,53,2022-03-31,2,,,
79082919600027,DOMAINE DES 5D (LE VICOMTE LE LIEU DE SEES LE MONT HELERY CIDRERIE DAUFRESNE),01,Cidre et vins de fruits,11.03Z,14100,OUILLY-LE-VICOMTE,14,28,2013-03-08,1,,,
10702969600013,CIDRERIE LE HERON NOIR,NN,Cidre et vins de fruits,11.03Z,35660,LANGON,35,53,2026-07-10,1,,,
38379205800026,CIDRERIE DES TERROIRS,02,Cidre et vins de fruits,11.03Z,56390,COLPO,56,53,2007-07-05,1,,,
81758279400027,ATELIER ARNAUD HEURTEBISE,01,Cidre et vins de fruits,11.03Z,56360,LE PALAIS,56,53,2018-03-29,1,,,
84953086000014,CHOUCHENN D'ARMOR 2.0 (CHOUCHENN D'ARMOR),NN,Cidre et vins de fruits,11.03Z,22110,ROSTRENEN,22,53,2019-03-25,1,,,
50995629800038,L'ATELIER DE LA PEPIE (ATELIER DE LA PEPIE),01,Cidre et vins de fruits,11.03Z,56220,PLUHERLIN,56,53,2016-02-03,1,,,
53082818500021,LAURELINE SAINTEMARIE (LA CIDRERIE MARSEILLAISE),NN,Cidre et vins de fruits,11.03Z,13002,MARSEILLE,13,93,2021-10-08,1,,,
91914517700029,FLORINE GARANDEAU-MARTIN (MARTIN) (CIDRERIE LE PERIPLE),NN,Cidre et vins de fruits,11.03Z,82600,MAS-GRENIER,82,76,2022-11-22,1,,,
91185124400010,CIDRERIE PEPINE (PEPINE),NN,Cidre et vins de fruits,11.03Z,30310,VERGEZE,30,76,2022-04-01,1,,,
82351308000023,ISAMBERT COME (COME ISAMBERT),NN,Cidre et vins de fruits,11.03Z,49400,SAUMUR,49,52,2021-01-01,1,,,
83191489000015,ARDEVINS,NN,Cidre et vins de fruits,11.03Z,07130,SAINT-PERAY,07,84,2017-09-02,1,,,
94266552200010,GAEC MAISON SALLARD,NN,Cidre et vins de fruits,11.03Z,61600,LA FERTE MACE,61,28,2025-04-01,1,,,
98325521700017,CIDRERIE DU PILAT,NN,Cidre et vins de fruits,11.03Z,42100,SAINT-ETIENNE,42,84,2024-01-04,1,,,
99267943100013,THIERRY JOLIVET (CIDRERIE DU PORHOET),NN,Cidre et vins de fruits,11.03Z,56490,MOHON,56,53,2025-10-14,1,,,
33368411600010,H.DELOBEL,02,Cidre et vins de fruits,11.03Z,62990,LOISON-SUR-CREQUOISE,62,32,1985-10-01,1,,,
50985788400019,CLOS DES CHARMILLES,NN,Cidre et vins de fruits,11.03Z,76150,LA VAUPALIERE,76,28,2008-12-22,1,,,
33199812000017,SARL LES VERGERS DE LA CHAPELLE,02,Cidre et vins de fruits,11.03Z,50500,AUVERS,50,28,1984-06-01,1,,,
51463167000015,CIDRERIE LE PERE MAHIEU,02,Cidre et vins de fruits,11.03Z,50340,BRICQUEBOSQ,50,28,2009-07-01,1,,,
97810807400011,GAYOUTH,NN,Cidre et vins de fruits,11.03Z,09800,ARRIEN-EN-BETHMALE,09,76,2023-08-01,1,,,
99430171100010,GAEC LE ROYER,NN,Cidre et vins de fruits,11.03Z,53110,LASSAY-LES-CHATEAUX,53,52,2026-01-01,1,,,
98463385900017,LES VERGERS DES MARTELLIERES (LES VERGERS DES MARTELLIERES),NN,Cidre et vins de fruits,11.03Z,61140,JUVIGNY VAL D'ANDAINE,61,28,2024-02-04,1,,,
94928105900012,LES VINS DE L'AGAPE (DOMAINE DE L'AGAPE),NN,Cidre et vins de fruits,11.03Z,26790,TULETTE,26,84,2023-01-02,1,,,
84484861400013,DOMAINE DE BILLY,02,Cidre et vins de fruits,11.03Z,14980,ROTS,14,28,2018-11-27,1,,,
88311553700010,CIDRERIE EONNET ET FILLES,NN,Cidre et vins de fruits,11.03Z,14100,COURTONNE-LA-MEURDRAC,14,28,2020-04-01,1,,,
94221401600019,HERVE DUGOUJON (LA LISIERE),NN,Cidre et vins de fruits,11.03Z,47600,NERAC,47,75,2025-04-01,1,,,
44283680500030,I M A G R A M,02,"Boissons rafraîchissantes, jus de fruits",11.07B,39300,CHAMPAGNOLE,39,27,2009-01-01,2,,,
87838099700014,BRASSERIE L'INDISPENSABLE,02,"Boissons rafraîchissantes, jus de fruits",11.07B,59133,PHALEMPIN,59,32,2019-10-15,2,,,
40123808400024,PATRICE LE ROUX,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,29710,PLOGASTEL-SAINT-GERMAIN,29,53,2004-03-09,2,,,
50381135800087,PIC ET COLEGRAM,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,75011,PARIS,75,11,2025-01-01,2,,,
52126101600047,SOLIBULLES,02,"Boissons rafraîchissantes, jus de fruits",11.07B,50530,DRAGEY-RONTHON,50,28,2022-05-01,2,,,
85125579400014,JOY,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,13120,GARDANNE,13,93,2019-05-01,2,,,
98041616800014,CASABONITA,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,74000,ANNECY,74,84,2023-10-16,2,,,
90428474200015,MAMMENN ROC'H,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,56480,SAINTE-BRIGITTE,56,53,2021-10-18,2,,,
88300452500027,NORD KOMBUCHA (NOKO),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,59660,MERVILLE,59,32,2022-06-29,2,,,
91319325600017,CHLOE MEDORI DROUART (DJINDJA),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,81170,SAINT-MARTIN-LAGUEPIE,81,76,2022-05-01,2,,,
93958976800018,JACQ (ZEFIR),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,67540,OSTWALD,67,44,2025-01-13,2,,,
94256326300014,2A DISTRIB (TAMCHA),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,33270,FLOIRAC,33,75,2025-03-19,2,,,
78863185100029,JUS SOLUTIONS,01,"Boissons rafraîchissantes, jus de fruits",11.07B,22340,LE MOUSTOIR,22,53,2018-02-01,1,,,
52359995900013,SARL CUEILLEUR DE DOUCEURS (SARL CUEILLEUR DE DOUCEURS),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,04300,MANE,04,93,2010-07-07,1,,,
10011024600012,ATHELETI,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,14000,CAEN,14,28,2026-01-15,1,,,
10098809600010,MAISON KERLE,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,56400,AURAY,56,53,2026-02-02,1,,,
80953898600039,LA MANUFACTURE DE BORDEAUX (LMS),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,33600,PESSAC,33,75,2023-12-01,1,,,
89789231100043,KOMBUCH'ALPES,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,38570,LE CHEYLAS,38,84,2024-11-13,1,,,
89154964400013,BARIBA,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,53000,LAVAL,53,52,2020-11-24,1,,,
89447305700012,POP MATE,02,"Boissons rafraîchissantes, jus de fruits",11.07B,75011,PARIS,75,11,2021-02-18,1,,,
85118926600022,MORGAN DE JONG (LA CABANE KOMBUCHA),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,85320,ROSNAY,85,52,2021-01-18,1,,,
85130556500026,RISING RIVER,02,"Boissons rafraîchissantes, jus de fruits",11.07B,93200,SAINT-DENIS,93,11,2019-04-01,1,,,
